QUEST_UNUSED_20151016_000817		기둥에 새겨진 인물				
QUEST_UNUSED_20151016_000818		기둥의 글귀는 무엇?				
QUEST_UNUSED_20151016_000821		기둥을 수리하는 중				
QUEST_UNUSED_20151016_000822		기둥 조각 찾기				
QUEST_UNUSED_20151016_000823		알려달라고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151016_000824		나중에 물어 본다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151016_000825		가보겠다고 한다				
QUEST_UNUSED_20151016_000826		볼일이 있다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151016_000827		기다려 달라고 한다				
QUEST_UNUSED_20151016_000828		만나보겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151016_000829		금방 다녀오겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151016_000830		불 켜는 중				
QUEST_UNUSED_20151016_000831		들러보겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151016_000832		굳이 필요 없다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151016_000833		기다리면 올거라고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151016_000839		루클리스 시대에 남겨진 책들이 흩어져 있습니다. 읽을 수 있을 만한 책을 찾아보세요.				
QUEST_UNUSED_20151016_000844		이주민 보웨인과 대화				
QUEST_UNUSED_20151016_000845		렘파라사 연못의 이주민 보웨인과 대화하세요				
QUEST_UNUSED_20151016_000846		이주민 브로펜과 대화				
QUEST_UNUSED_20151016_000847		이주민 브로펜과 대화하세요				
QUEST_UNUSED_20151016_000850		풀 잎 연고 전달				
QUEST_UNUSED_20151016_000851		이주민 브로펜은 이주민 레일라에게 풀 잎 연고를 전해달라고 부탁했습니다				
QUEST_UNUSED_20151016_000852		촌장 로마나스와 대화	ETC_20150317_001874	Start	시작	
QUEST_UNUSED_20151016_000853		촌장 로마나스가 당신을 기다리고 있습니다	ETC_20150317_001874	Start	시작	
QUEST_UNUSED_20151016_000854		관리관 류타스와 대화				
QUEST_UNUSED_20151016_000855		렘파라사 연못의 오르샤 입구에서 관리관 류타스와 대화하세요				
QUEST_UNUSED_20151016_000856		관리관 류타스와 대화하세요				
QUEST_UNUSED_20151016_000859		오르샤 방문				
QUEST_UNUSED_20151016_000861		이네사 해먼데일과 대화				
QUEST_UNUSED_20151016_000862		오르샤 영주 이네사 해먼데일과 대화하세요				
QUEST_UNUSED_20151016_000863		이주민 이즈나와 대화				
QUEST_UNUSED_20151016_000864		이주민 이즈나와 대화하세요				
QUEST_UNUSED_20151016_000867		연붉은 잎사귀 획득	QUEST_JOBSTEP_20150323_002333	Defeat %s	%s 처치	
QUEST_UNUSED_20151016_000868		렘파르 점액 수집				
QUEST_UNUSED_20151016_000874		이주민 이바나유와 대화				
QUEST_UNUSED_20151016_000875		이주민 이바나유와 대화하세요				
QUEST_UNUSED_20151016_000876		쓸만한 물건 수집				
QUEST_UNUSED_20151016_000878		이주민 달라나스와 대화				
QUEST_UNUSED_20151016_000879		이주민 달라나스와 대화하세요				
QUEST_UNUSED_20151016_000880		제미나 여신상에 경배				
QUEST_UNUSED_20151022_000885		마르다스				
QUEST_UNUSED_20151022_000886		이..이런 곳에 사람이라니..{nl}이곳엔 마족이 있어요. 어서 도망치시는 게 좋을 거에요.{nl}조금 전에도 저 위에 마족이 나타나서 몬스터를 부리고 있었다구요.				마르다스
QUEST_UNUSED_20151022_000887		당신 제정신입니까?{nl}얼마나 강하길래 그렇게 위험한 행동을 하는지 모르겠지만 난 여기있을테니 가려거든 혼자가세요.{nl}조금 전 마족을 본 건 위쪽의 부엉이 조각상이 있는 곳이었으니..				마르다스
QUEST_UNUSED_20151022_000888		난 마족에게 쫓겨 캐슬부터 여기까지 도망왔다구요.{nl}더는 험한 꼴을 당하고 싶지 않아요.				마르다스
QUEST_UNUSED_20151022_000889		마족은 없고 다른 몬스터만 있었다구요?{nl}그나마 다행이군요.{nl}				마르다스
QUEST_UNUSED_20151022_000890		그렇다고 해도 당신도 보기보다 강한 모양이네요.{nl}다시 봤습니다.				마르다스
QUEST_UNUSED_20151022_000894		[클레로스의 고난]				기둥에 적힌 글귀
QUEST_UNUSED_20151022_000895		금빛의 태양과 은빛의 달, 동빛의 땅.{nl}그대의 숫자는 무엇인가.{nl}				기둥에 적힌 글귀
QUEST_UNUSED_20151022_000898		그렇게 큰 공사를 일개 개인이 할 수 있을 것 같나?{nl}물론 아니지. 왕국이 나서더라도 그런 엄청난 자재들을 대는 건 힘들껄?{nl}	QUEST_UNUSED_20151016_000770		어떤가. 같은 여신의 동지끼리 돕는 건?{nl}당당히 우리 케도라 상단의 조력자! 쯤이 되는 것 아니겠나.	레오폴다스
QUEST_UNUSED_20151022_000899		우리가 바로 그 역사적인 대공사의 자재를 공급해 온 유서 깊은 상단이시다. {nl}라는 말씀이지. 이제 좀 알 것 같나?{nl}				레오폴다스
QUEST_UNUSED_20151022_000900		역사를 뒤에서 보좌해왔다고나 할 수 있지.{nl}우리 상단의 목표 자체가 전부 여신의 뜻이라는 거야.{nl}				레오폴다스
QUEST_UNUSED_20151022_000901		아, 난 우리 케도라 상단의 신입 단원 관리를 맡고 있네.{nl}신수의 날에 막대한 피해를 입어서 신입들까지 동원해가며 피해를 복구하고 있지.{nl}				레오폴다스
QUEST_UNUSED_20151022_000906		레오폴다스님께 들키지 않도록 잘 부탁드려요.{nl}꼭이요.				게르다
QUEST_UNUSED_20151022_000910		오르샤나 클라페다 주변에서 이제 막 모험을 시작하신 계시자님을 찾아주세요.{nl}그 분에게 이 스크롤을 사용하면 모험에 필요한 축복이 내려질 거예요.{nl}				세라피나스
QUEST_UNUSED_20151022_000911		참, 이미 축복이 내려진 분에겐 소용 없으니 꼭 알아두세요.				세라피나스
QUEST_UNUSED_20151022_000916		아주 예전에, 페디미안으로 보내야 할 성물들을 보내고 있던 중이였죠.{nl}하지만 꿈에도 몰랐어요. 하필 그 날이 신수의 날일 줄 누가 알았겠어요?{nl}				에디타
QUEST_UNUSED_20151022_000917		여기저기 뒤집어지고 진짜 난리도 아니었어요.{nl}일단 다른 지역의 급한 것부터 처리하고 이제서야 성물 회수에 나선 거죠.{nl}				에디타
QUEST_UNUSED_20151022_000918		자, 하소연은 이쯤 하고요, 당신에겐 고야나르 숲길의 성물 회수를 부탁드릴게요.{nl}아마 땅 속에 고이 묻혀 있을 거예요.{nl}				에디타
QUEST_UNUSED_20151022_000919		아, 그리고.. 그 주변에 저희 상단원들을 위협하는 몬스터들이 많아요.{nl}괜찮으시다면 몬스터 정리도 함께 부탁드릴게요.				에디타
QUEST_UNUSED_20151022_000924		설마 그 성물인가?{nl}흠.. 하도 오래전이다 보니 짚히는 것이 없네요.				에디타
QUEST_UNUSED_20151022_000928		이건 화살 재료에 관한 장부에요.{nl}아주 옛날에 리디아 샤펜이랑 초대 플레처 마스터에게 발주했었네요.{nl}				에디타
QUEST_UNUSED_20151022_000929		예전에 잃어버린 성물일 줄 알았는데, 뜻밖의 수확이에요.{nl}리디아 샤펜의 화살은 특별한 힘이 깃들어 있다고 전해지거든요.{nl}				에디타
QUEST_UNUSED_20151022_000930		일단 제 힘으로는 복원이 힘드니.. {nl}잘 보관했다가 본부에 가서 복원해 봐야겠네요.				에디타
QUEST_UNUSED_20151022_000939		뭐, 어쨌든 마침 잘 됐어.{nl}망할 몬스터가 여길 전부 털어 가 버렸거든.{nl}				마르젤리유스
QUEST_UNUSED_20151022_000940		다른 건 상관 없는데 문제는 신입 교육 자료야.{nl}그게 없으면 처음부터 전부 다시 작업을 해야 한다고.{nl}				마르젤리유스
QUEST_UNUSED_20151022_000941		레오폴다스가 관리하는 신입 단원들 봤지?{nl}그 신입 단원들을 교육하는 데 필요한 자료다.{nl}				마르젤리유스
QUEST_UNUSED_20151022_000942		원래 우리 상단은 여신의 뜻을 받들기는 해도 나서지 않고 뒤에서만 움직였거든.{nl}그런데 세상이 이 모양이니 가만히 있을 수가 있나.{nl}				마르젤리유스
QUEST_UNUSED_20151022_000943		그래서 신입들도 새로 모집하면서 적극적으로 나서기로 했어.{nl}마족의 표적이 되는 한이 있어도 말이야.{nl}				마르젤리유스
QUEST_UNUSED_20151022_000944		어쨌든 날 돕겠다면 그 자료들을 다시 찾아와 줘.{nl}그게 없으면 복잡해진단 말이다.				마르젤리유스
QUEST_UNUSED_20151022_000947		평소에도 몬스터와의 전투 같은 건 흔히 있는 일이라고.				마르젤리유스
QUEST_UNUSED_20151022_000948		좋아. 형님께서 좋은 도우미를 보내 주셨는데?{nl}이제 필사본을 만들어 보자고.	QUEST_20150317_000586	Thank you.	감사합니다.	마르젤리유스
QUEST_UNUSED_20151022_000950		몬스터의 체액으로 만든 잉크가 있으면 오래 가고 좋아.{nl}내가 덫을 줄 테니 그걸로 몬스터 체액을 부탁해.				마르젤리유스
QUEST_UNUSED_20151022_000952		참, 이건 드로즈 공터에서만 먹히는 꼼수니까 거기에만 덫을 놓도록 해.				마르젤리유스
QUEST_UNUSED_20151022_000954		그럼 그렇지. 아직 모자라.				마르젤리유스
QUEST_UNUSED_20151022_000956		나중에 또 만날 일이 있다면 우리 상단에서 아주 푸짐하게 대접하지.{nl}나머진 내가 알아서 할 테니 이만 가 봐.				마르젤리유스
QUEST_UNUSED_20151022_000957		안녕하시오.{nl}혹시 네스토스파라고 들어 보셨소?{nl}				안타나스
QUEST_UNUSED_20151022_000959		나도 그 네스토스파의 일원이요.{nl}기도도 좋지만 여신께 힘이 되지 않을까 해서 비석을 만들고 있다오.{nl}				안타나스
QUEST_UNUSED_20151022_000960		사악한 기운은 거르고 성스러운 기운만을 모아 여신께 보내려는 것이지.{nl}그런데 영 재료들이 모이질 않네. {nl}				안타나스
QUEST_UNUSED_20151022_000961		조금 도와줄 수 있겠소?				안타나스
QUEST_UNUSED_20151022_000964		직접 나서서 마족을 상대하지 못한다고 해서 가만히 있을 순 없지 않겠소.{nl}각자 자기가 할 수 있는 일을 하는 것이지.				안타나스
QUEST_UNUSED_20151022_000967		온 신심과 정성을 다해서 모양만 잡아보면 되오.{nl}어때, 한 번 해 보겠소?				안타나스
QUEST_UNUSED_20151022_000970		우리가 얼마나 많은 비석을 만들게 될런진 모르겠지만.. {nl}앞으로 이런 비석을 보면 우리 같은 사람도 있을 거라고 기억해 주면 좋겠소.{nl}				안타나스
QUEST_UNUSED_20151022_000971		왕국은 아직 마족에게 무너지지 않았소.{nl}정성을 다하면 언젠간 예전같은 평화를 찾을 수 있을 게요.{nl}				안타나스
QUEST_UNUSED_20151022_000972		참, 아마 저 위쪽, 바데람 언덕 근처의 기에드라도 도움이 필요하다오.{nl}괜찮다면 자네가 도와줬으면 좋겠군.				안타나스
QUEST_UNUSED_20151022_000975		이렇게 힘들고 어려운 때일 수록 마음에 기댈 곳이 있어야 어떻게든 버티지 않겠어요?{nl}				기에드라
QUEST_UNUSED_20151022_000976		그걸 경전이 도와주는 거죠.{nl}여신의 말씀을 읽으면서 마음을 차분하게 하는 거예요.{nl}				기에드라
QUEST_UNUSED_20151022_000977		일단 경전을 만들기 위한 재료를 모아야 해요.{nl}일반 종이들은 금방 누래지고 부스러져서.. 이번에는 새로운 재료로 해보려고요.{nl}				기에드라
QUEST_UNUSED_20151022_000978		몬스터들의 투명한 껍질이 딱 좋아요. {nl}잘 다듬어서 글을 새기면 오래 가죠.{nl}그것들을 좀 구해 주시겠어요?{nl}{nl}				기에드라
QUEST_UNUSED_20151022_000980		누구나 마음에 기댈 곳은 필요해요.{nl}하지만 여신께서는.. {nl}				기에드라
QUEST_UNUSED_20151022_000981		그렇죠. {nl}저희가 기댈 수 있는 큰 나무가 되어 드려야 할 텐데요.				기에드라
QUEST_UNUSED_20151022_000984		몬스터의 가죽으로 만든 끈이 참 좋은데, 짧은 게 문제예요.{nl}제가 무두질용 모루를 드릴 테니 가죽 끈으로 제본용 끈을 만들어 주시겠어요?{nl}				기에드라
QUEST_UNUSED_20151022_000986		짤막한 것들을 한데 이어서 긴 제본용 끈으로 뭉치는 거죠.				기에드라
QUEST_UNUSED_20151022_000989		난 망했어. 망했다고.{nl}순례가 끝났으니 파사카 협곡으로 가려고 했는데 또 저질러 버렸어.{nl}아아.. 다 때려치고 싶다..				케스타스
QUEST_UNUSED_20151022_000992		아.. 그래요. 네스토스 표식이 제일 중요하단 말예요.{nl}제가 그걸 얼마나 아꼈는데.. 분명 몬스터가 가져갔겠죠?				케스타스
QUEST_UNUSED_20151022_000997		이 표식은 저희에겐 성물과도 같은 거에요.{nl}수 많은 지식을 쌓고 시련을 통과했다는 인정을 받았다는 증표거든요.{nl}				케스타스
QUEST_UNUSED_20151022_000998		이젠 가봐야겠어요.{nl}설마 또 잃어버리진 않겠죠.{nl}				케스타스
QUEST_UNUSED_20151022_001007		율라를 찾아가 봐.{nl}그 아이는 장비 상점에서 일하고 있어.				대장장이
QUEST_UNUSED_20151022_001011		자, 받으세요.{nl}이런 걸 주문하신 걸 보면 여신의 신앙이 돈독하신 모양이시네요.				장비상인
QUEST_UNUSED_20151022_001014		앗, 또 주문하실 것이 있으신가요?{nl}구경만 하셔도 좋으니까 자주 찾아 주세요.				장비상인
QUEST_UNUSED_20151022_001021		안되겠어, 당장 그 사람을 데려오시오! {nl}내 직접 확인해야겠어!				다미요나스
QUEST_UNUSED_20151022_001035		불에 잘 타는 가루를 구해 주실 수 있을까요?{nl}몬스터들은 언제나 들끓으니까, 재료를 구하는 것은 어렵지 않을 거예요.				게다스
QUEST_UNUSED_20151022_001066		보아하니 자네도 나름 소드맨으로서 실력을 쌓은 모양이군.{nl}더 높은 경지로 가볼 생각은 없는가?				소드맨 서브 마스터
QUEST_UNUSED_20151022_001067		일단 자네의 실력을 보여주게.{nl}덧댄다리 숲에서 라플래머와 라페먼을 각각 10마리 씩 해치우고 오게나.				소드맨 서브 마스터
QUEST_UNUSED_20151022_001068		꾸준히 훈련을 쌓아 왔다면 어려운 과제는 아닐 것일세.				소드맨 서브 마스터
QUEST_UNUSED_20151022_001069		수고했네.{nl}자네라면 다음 단계로 나갈 자격이 충분해 보이는군.				소드맨 서브 마스터
QUEST_UNUSED_20151022_001070		하이랜더의 길을 걸으시려는 분이 당신이신가요?{nl}그렇다면 약간의 시험을 통과하셔야 합니다.{nl}소질없는 자에게 허비할 시간은 없거든요.				하이랜더 서브 마스터
QUEST_UNUSED_20151022_001071		하이랜더의 주무기는 양손검입니다. 강력한 대신 그만큼 검을 들 힘이 필요하지요.{nl}근처의 검 연습대를 공격해서 당신의 힘이 어느 정도 수준인지 가늠해 보겠습니다.				하이랜더 서브 마스터
QUEST_UNUSED_20151022_001072		제 근처의 검 연습대를 공격해보세요.{nl}판가름은 제가 하겠습니다.				하이랜더 서브 마스터
QUEST_UNUSED_20151022_001073		흠... 그 정도시라면 크게 무리는 없을 듯 하군요.{nl}하나의 시험만 더 통과하신다면 하이랜더의 기술을 전수해 드리지요.				하이랜더 서브 마스터
QUEST_UNUSED_20151022_001074		가지고 계신 완력은 충분해 보이는군요.{nl}이제 그 힘을 얼마나 잘 사용하실지를 판단해보겠습니다.				하이랜더 서브 마스터
QUEST_UNUSED_20151022_001075		당신의 수준이라면 파우피스 나루의 라플래머 정도는 어렵지 않을 것 같군요.{nl}녀석들을 10마리 사냥하고 돌아오시면 하이랜더의 길을 열어 드리겠습니다.				하이랜더 서브 마스터
QUEST_UNUSED_20151022_001076		파우피스 나루의 라플래머를 처치하고 오세요.				하이랜더 서브 마스터
QUEST_UNUSED_20151022_001077		당신이라면 하이랜더의 명성을 더럽히지 않을 것 같군요.{nl}마스터이신 제 아버지도 저와 같은 의견이실 겁니다.{nl}마스터를 대신하여 당신에게 하이랜더의 기술을 전수하겠습니다.				하이랜더 서브 마스터
